timestamp,src_ip,dst_ip,dst_port,protocol,bytes_sent,bytes_recv,duration_sec,packets,label
2026-06-30 04:00:42,10.0.1.241,203.160.128.73,587,ICMP,41780,660027,101.73,1182,normal
2026-06-26 11:43:57,10.0.3.251,104.53.164.99,53,TCP,353575,103963,80.89,973,normal
2026-06-30 10:53:32,10.0.0.175,104.144.138.125,3306,ICMP,102145,867883,500.3,10,normal
2026-06-26 22:30:58,10.0.4.153,192.81.85.145,80,TCP,7444,956553,315.74,1346,normal
2026-06-29 21:49:02,10.0.2.143,192.151.16.40,3306,UDP,137161,868443,58.23,1266,normal
2026-06-26 17:10:15,10.0.4.116,34.7.86.61,993,UDP,132131,337691,76.14,852,normal
2026-06-26 00:53:56,10.0.0.94,172.13.61.221,53,ICMP,220186,187186,594.42,90,normal
2026-06-24 22:11:49,10.0.1.117,172.78.203.222,53,UDP,7182,7363,419.43,1,normal
2026-06-24 20:13:47,10.0.1.3,104.36.31.253,80,TCP,84118,824256,434.76,1285,normal
2026-06-25 16:26:04,10.0.4.120,104.200.85.29,80,ICMP,222451,598945,442.79,341,normal
2026-06-17 16:04:17,10.0.3.1,203.64.232.188,587,TCP,446384,730768,40.75,1185,normal
2026-06-07 02:27:39,10.0.5.144,104.110.170.138,3306,TCP,436213,861449,416.75,632,normal
2026-06-11 19:38:19,10.0.4.125,192.137.165.90,587,ICMP,368930,924970,234.33,1146,normal
2026-06-28 17:11:05,10.0.2.218,172.178.233.217,80,UDP,73917,808812,464.34,471,normal
2026-06-07 18:12:57,10.0.4.25,104.41.13.90,993,ICMP,116001,275397,240.06,442,normal
2026-06-15 14:48:58,10.0.3.23,52.29.152.17,80,ICMP,191820,218158,11.23,1304,normal
2026-06-20 12:08:29,10.0.4.200,172.49.140.85,80,UDP,328942,690735,94.18,87,normal
2026-06-12 23:32:59,10.0.5.42,172.143.172.201,53,UDP,424560,74583,337.5,1262,normal
2026-06-24 11:42:19,10.0.4.223,34.215.94.142,3306,TCP,253669,283687,352.18,88,normal
2026-06-24 12:26:25,10.0.0.213,8.11.182.117,993,TCP,283250,881209,13.37,1011,normal
2026-06-01 22:34:05,10.0.3.83,192.75.65.85,993,UDP,261057,299179,518.45,1347,normal
2026-06-16 15:34:52,10.0.5.177,172.137.217.210,587,TCP,398236,391859,523.96,864,normal
2026-06-28 07:07:46,10.0.1.98,203.78.139.181,22,TCP,273212789,22346,13.92,19419,anomaly
2026-06-09 12:30:18,10.0.1.250,52.59.20.101,53,TCP,358486,299408,470.85,1390,normal
2026-06-30 14:55:28,10.0.2.208,104.248.81.215,53,ICMP,161719,728242,161.66,871,normal
2026-06-14 01:46:34,10.0.1.86,104.67.15.242,993,ICMP,151538,480430,231.86,112,normal
2026-06-29 02:59:06,10.0.1.69,192.235.157.161,3306,UDP,353638,59644,22.27,1415,normal
2026-06-04 15:55:32,10.0.0.81,203.244.176.117,23,TCP,617271877,8922,1.01,6045,anomaly
2026-06-12 08:11:13,10.0.4.218,104.193.176.246,3306,TCP,433230,453841,595.59,1337,normal
2026-06-21 10:46:23,10.0.3.225,172.184.12.186,587,UDP,182051,145623,199.18,848,normal
2026-06-20 09:31:48,10.0.4.122,8.114.23.14,443,UDP,262749,500221,315.13,1348,normal
2026-06-03 10:42:11,10.0.1.74,104.178.69.150,3306,TCP,137040,424992,384.68,698,normal
2026-06-13 02:00:40,10.0.5.179,52.190.18.85,123,TCP,266817,300156,172.77,13,normal
2026-06-18 13:13:13,10.0.0.134,8.201.61.51,993,TCP,253007,42433,256.5,686,normal
2026-06-25 08:09:41,10.0.2.42,34.52.97.64,123,ICMP,458687,381752,393.01,714,normal
2026-06-30 11:26:09,10.0.0.134,8.55.193.114,993,TCP,323060,700269,368.77,947,normal
2026-06-21 23:17:18,10.0.0.222,172.169.79.113,587,ICMP,101642,397529,31.06,541,normal
2026-06-05 12:31:16,10.0.1.249,192.156.245.100,123,ICMP,218007,601397,461.82,964,normal
2026-06-24 12:27:34,10.0.0.180,172.246.235.99,993,ICMP,375138,530306,250.81,801,normal
2026-06-14 23:27:46,10.0.3.163,52.83.34.232,53,ICMP,353414,58572,323.85,388,normal
2026-06-21 08:16:53,10.0.0.35,104.10.189.82,80,ICMP,19121,671391,472.9,658,normal
2026-06-23 07:18:19,10.0.2.160,52.226.216.147,3306,UDP,475462,658833,596.99,1089,normal
2026-06-15 14:36:23,10.0.1.9,104.123.230.222,587,TCP,440488,98741,384.27,852,normal
2026-06-10 13:03:06,10.0.1.189,34.133.167.150,123,TCP,364440,723394,145.14,1191,normal
2026-06-08 20:20:12,10.0.2.215,104.39.52.197,123,UDP,193971,726801,309.85,371,normal
2026-06-18 10:34:11,10.0.4.33,172.210.102.35,53,UDP,244014,283206,462.9,682,normal
2026-06-23 13:33:44,10.0.4.191,8.22.194.1,53,TCP,107859,104573,278.86,1299,normal
2026-06-29 17:34:54,10.0.5.107,8.92.192.249,80,UDP,121952,870853,178.12,426,normal
2026-06-10 11:15:15,10.0.4.207,172.253.19.208,993,TCP,208808,291323,44.39,827,normal
2026-06-08 18:50:21,10.0.5.245,192.116.179.219,123,ICMP,188836,756221,433.26,181,normal
2026-06-05 08:06:30,10.0.2.187,192.159.186.44,123,TCP,103904,701125,228.86,1040,normal
2026-06-18 16:18:03,10.0.5.121,34.86.131.10,123,UDP,393926,148695,493.19,504,normal
2026-06-15 13:02:59,10.0.0.247,8.115.8.2,53,UDP,188945,841861,487.98,486,normal
2026-06-13 02:54:23,10.0.1.51,52.26.251.10,3306,ICMP,478638,633770,81.21,746,normal
2026-06-18 00:33:26,10.0.3.62,172.189.32.135,123,UDP,473310,697013,135.36,685,normal
2026-06-08 00:02:35,10.0.3.149,172.21.22.224,123,ICMP,110145,642378,338.34,899,normal
2026-06-16 17:05:45,10.0.3.160,192.64.207.162,587,TCP,373098,218728,495.39,415,normal
2026-06-18 16:08:00,10.0.0.117,203.161.7.86,123,TCP,151587,10628,182.46,934,normal
2026-06-19 18:25:43,10.0.5.248,192.19.203.83,3306,ICMP,182033,819844,194.01,1220,normal
2026-06-25 08:15:59,10.0.1.52,34.148.93.11,993,TCP,309823,521071,519.22,1458,normal
2026-06-12 11:18:15,10.0.3.219,172.240.51.190,22,TCP,907482477,15768,13.83,19813,anomaly
2026-06-12 04:58:24,10.0.2.252,192.75.25.250,3306,TCP,178295,620579,47.21,1376,normal
2026-06-08 00:11:35,10.0.5.220,203.61.138.1,587,UDP,70132,855452,86.73,324,normal
2026-06-06 23:44:40,10.0.1.44,52.122.11.39,993,ICMP,173054,312519,81.91,536,normal
2026-06-11 12:47:44,10.0.3.135,172.87.82.68,80,TCP,368390,58532,9.14,198,normal
2026-06-11 17:33:21,10.0.2.59,203.82.165.250,993,TCP,307359,876893,293.04,197,normal
2026-06-18 07:45:07,10.0.4.71,104.249.192.74,993,ICMP,254219,430901,110.36,575,normal
2026-06-03 13:10:57,10.0.2.56,104.35.140.1,443,ICMP,395212,941978,516.27,931,normal
2026-06-26 02:44:12,10.0.3.15,34.248.96.233,23,TCP,1048442557,2704,11.99,13848,anomaly
2026-06-06 13:14:46,10.0.3.191,203.101.219.48,443,TCP,221911,492808,503.72,336,normal
2026-06-27 17:55:09,10.0.3.222,104.100.93.177,443,ICMP,425639,627376,401.14,1172,normal
2026-06-14 16:28:12,10.0.1.48,34.114.100.134,587,TCP,81993,67238,167.69,341,normal
2026-06-04 18:20:12,10.0.4.8,104.74.248.175,80,UDP,486535,341339,106.04,335,normal
2026-06-02 05:56:49,10.0.0.72,52.38.87.80,993,ICMP,369923,305516,551.63,87,normal
2026-06-16 09:36:59,10.0.5.7,172.112.116.232,443,UDP,309567,162467,151.06,758,normal
2026-06-30 07:32:22,10.0.1.165,104.142.57.91,9001,TCP,941169551,10341,13.91,21106,anomaly
2026-06-09 22:54:54,10.0.4.115,172.186.40.188,80,ICMP,429491,852024,436.47,480,normal
2026-06-28 17:38:01,10.0.3.93,172.176.30.131,123,ICMP,399840,33936,347.63,549,normal
2026-06-09 10:15:22,10.0.0.2,104.2.215.224,993,TCP,250185,135482,135.07,1430,normal
2026-06-04 04:30:35,10.0.3.73,104.179.86.191,443,ICMP,426549,318343,301.82,611,normal
2026-06-29 04:57:06,10.0.0.143,192.195.69.171,443,UDP,130968,775990,220.1,1324,normal
2026-06-07 08:15:29,10.0.5.175,52.135.52.204,123,TCP,453357,980698,396.39,354,normal
2026-06-06 00:46:47,10.0.1.168,52.36.73.109,993,UDP,467848,786987,524.56,728,normal
2026-06-19 13:48:28,10.0.0.190,52.205.154.124,587,UDP,338188,532147,15.8,1326,normal
2026-06-02 14:40:15,10.0.1.251,192.79.12.111,3306,UDP,430799,279688,102.4,592,normal
2026-06-15 13:42:17,10.0.2.254,34.152.30.179,993,TCP,384142,235946,84.23,836,normal
2026-06-10 10:55:30,10.0.0.156,8.171.210.137,80,TCP,78406,932944,505.14,546,normal
2026-06-12 06:17:41,10.0.0.192,34.83.186.42,80,ICMP,324684,958167,535.96,748,normal
2026-06-19 06:55:17,10.0.5.161,192.195.148.73,443,UDP,147805,459405,329.46,127,normal
2026-06-08 10:23:32,10.0.0.118,172.40.20.188,993,ICMP,491079,911420,139.73,956,normal
2026-06-04 03:34:46,10.0.2.101,172.152.65.27,8080,TCP,340354710,19388,19.99,10502,anomaly
2026-06-06 02:50:47,10.0.2.150,8.27.31.113,53,UDP,161261,751360,351.89,41,normal
2026-06-08 17:11:44,10.0.0.73,172.106.8.183,587,TCP,37527,767621,503.99,601,normal
2026-06-19 20:28:18,10.0.5.217,52.105.38.8,443,TCP,138983,89856,78.14,121,normal
2026-06-16 20:07:23,10.0.4.82,8.198.212.4,587,UDP,113884,92547,218.72,1070,normal
2026-06-20 14:23:28,10.0.1.89,8.170.206.6,123,ICMP,187650,679034,69.55,238,normal
2026-06-26 19:06:22,10.0.1.17,52.117.198.30,53,ICMP,377260,138082,558.81,972,normal
2026-06-05 18:22:21,10.0.3.217,8.131.106.193,3306,ICMP,41661,951384,425.64,357,normal
2026-06-17 19:54:39,10.0.2.3,192.130.255.48,3306,UDP,58748,37598,235.79,1326,normal
2026-06-15 10:54:22,10.0.1.38,8.224.74.83,443,TCP,445408,732808,21.72,410,normal
2026-06-02 10:46:34,10.0.4.133,104.17.219.173,123,TCP,160627,336567,488.23,363,normal
2026-06-27 23:41:08,10.0.5.4,172.121.38.214,53,TCP,495686,241519,487.56,835,normal
2026-06-27 21:17:06,10.0.4.175,172.58.84.214,53,ICMP,369817,878105,161.41,121,normal
2026-06-29 09:56:28,10.0.1.133,172.229.156.188,993,ICMP,58084,829875,352.38,1356,normal
2026-06-04 11:58:21,10.0.2.163,34.152.169.211,3306,UDP,452855,947859,154.21,308,normal
2026-06-03 00:00:09,10.0.3.161,172.201.223.229,587,ICMP,136728,676195,104.31,498,normal
2026-06-13 16:09:35,10.0.5.35,192.239.75.210,587,ICMP,43621,39448,200.63,351,normal
2026-06-13 08:06:12,10.0.5.99,104.234.34.3,8080,TCP,964971798,32390,9.47,21235,anomaly
2026-06-23 10:40:00,10.0.1.163,52.42.112.49,587,ICMP,467118,141398,150.94,111,normal
2026-06-05 10:02:22,10.0.3.22,203.198.83.5,80,UDP,93640,57522,337.2,1376,normal
2026-06-04 17:56:28,10.0.5.36,104.205.29.226,993,TCP,480898,158465,353.82,667,normal
2026-06-26 14:07:58,10.0.4.70,8.122.13.191,53,TCP,498753,615014,254.02,227,normal
2026-06-26 20:23:11,10.0.3.6,203.213.117.228,443,TCP,352216,992160,599.65,801,normal
2026-06-10 09:51:13,10.0.5.104,192.252.219.3,443,UDP,312327,679756,582.11,91,normal
2026-06-16 11:46:22,10.0.4.56,8.213.95.93,22,TCP,106927768,42607,0.83,28245,anomaly
2026-06-03 04:22:44,10.0.2.80,203.39.147.199,123,UDP,399415,529637,497.69,720,normal
2026-06-04 01:45:54,10.0.5.47,172.21.225.103,123,TCP,110820,438174,39.59,99,normal
2026-06-05 04:43:37,10.0.1.106,104.134.7.61,587,ICMP,330583,529372,65.82,636,normal
2026-06-07 02:17:53,10.0.3.112,104.170.190.6,53,TCP,235986,464039,167.52,1425,normal
2026-06-02 20:23:17,10.0.2.210,104.181.67.229,993,TCP,258944,355557,385.05,408,normal
2026-06-09 01:43:39,10.0.1.243,172.30.109.109,443,TCP,375588,564632,148.75,1145,normal
2026-06-23 13:26:18,10.0.1.198,203.166.38.228,443,UDP,231889,891729,216.11,811,normal
2026-06-15 08:35:15,10.0.0.133,8.87.29.118,80,UDP,366431,517889,170.74,1226,normal
2026-06-25 20:02:02,10.0.0.1,34.73.2.129,53,TCP,375074,27121,124.57,1106,normal
2026-06-07 22:16:54,10.0.5.158,8.237.177.126,53,ICMP,475432,101640,487.66,830,normal
2026-06-24 16:15:34,10.0.0.128,104.133.159.69,53,ICMP,185460,119397,531.99,817,normal
2026-06-28 06:30:03,10.0.5.20,104.72.64.177,993,UDP,411182,618739,173.43,1376,normal
2026-06-08 16:29:29,10.0.2.200,192.19.86.186,53,UDP,462283,465573,79.43,215,normal
2026-06-18 08:46:01,10.0.2.150,34.46.162.99,123,ICMP,94513,548738,389.85,845,normal
2026-06-25 14:50:32,10.0.1.172,172.230.140.91,587,TCP,473650,262427,524.14,1280,normal
2026-06-09 15:44:56,10.0.4.113,104.43.155.78,587,UDP,33335,558195,25.69,478,normal
2026-06-12 14:32:14,10.0.5.166,8.31.168.113,80,UDP,444289,235603,401.81,904,normal
2026-06-16 10:46:14,10.0.0.136,192.111.130.47,3306,TCP,245385,632234,183.65,804,normal
2026-06-27 01:14:01,10.0.1.217,34.151.204.186,8080,UDP,663129897,39004,3.4,16964,anomaly
2026-06-30 23:14:05,10.0.3.104,192.2.209.12,3306,UDP,414021,941187,575.92,229,normal
2026-06-05 00:48:01,10.0.4.174,34.158.66.189,587,UDP,467848,448049,524.24,1036,normal
2026-06-17 19:36:54,10.0.2.180,192.21.153.185,587,UDP,289698,137249,453.3,448,normal
2026-06-14 09:45:40,10.0.4.227,34.129.193.251,443,TCP,361553,243959,528.78,1128,normal
2026-06-18 18:02:38,10.0.3.12,34.207.169.253,587,ICMP,274394,125723,599.37,603,normal
2026-06-11 05:54:11,10.0.1.6,104.8.238.229,123,ICMP,372174,935678,133.84,158,normal
2026-06-28 08:22:51,10.0.3.133,104.11.38.92,587,ICMP,324093,44609,477.58,1445,normal
2026-06-03 19:50:32,10.0.0.46,172.76.128.89,123,UDP,334216,840758,135.61,489,normal
2026-06-13 10:35:48,10.0.2.167,104.157.74.227,587,TCP,109537,209082,467.27,1148,normal
2026-06-16 22:21:01,10.0.4.92,203.30.28.114,53,TCP,479760,323598,133.5,273,normal
2026-06-24 03:16:27,10.0.1.249,192.163.247.204,3306,UDP,454743,349215,200.5,71,normal
2026-06-29 23:48:40,10.0.1.56,104.34.137.47,443,UDP,201315,747713,35.88,451,normal
2026-06-12 12:33:30,10.0.1.158,52.223.212.182,993,TCP,186897,801716,496.95,890,normal
2026-06-03 22:19:41,10.0.2.168,34.213.154.140,80,ICMP,461981,806814,476.82,1415,normal
2026-06-16 13:34:04,10.0.3.52,8.198.34.67,993,UDP,85015,729266,269.82,741,normal
2026-06-18 19:05:01,10.0.0.230,192.30.31.212,443,UDP,351215,267399,459.56,1220,normal
2026-06-27 18:26:09,10.0.5.236,104.64.228.134,123,ICMP,354834,535663,474.06,1387,normal
2026-06-12 08:25:40,10.0.0.35,34.152.241.196,123,UDP,292055,496986,286.6,784,normal
2026-06-06 12:36:18,10.0.4.166,203.83.214.210,53,TCP,464591,202752,271.08,1350,normal
2026-06-17 04:55:51,10.0.5.97,104.185.198.46,587,TCP,404593,452603,578.47,371,normal
2026-06-21 16:11:23,10.0.4.163,172.126.229.93,80,UDP,178908,707060,494.98,29,normal
2026-06-29 05:23:22,10.0.0.220,172.134.224.9,80,ICMP,209453,688702,179.11,348,normal
2026-06-16 02:17:16,10.0.1.157,192.5.34.242,993,ICMP,259557,907752,238.69,1033,normal
2026-06-26 14:04:46,10.0.0.70,203.122.169.232,80,UDP,201998,810138,414.77,1243,normal
2026-06-07 16:17:55,10.0.4.60,52.136.115.7,3306,ICMP,236419,65927,510.79,724,normal
2026-06-06 23:34:52,10.0.2.80,52.90.143.16,80,ICMP,361422,694522,279.74,1469,normal
2026-06-08 02:12:39,10.0.2.179,104.197.23.139,3306,TCP,403483,272240,492.1,1097,normal
2026-06-21 13:01:25,10.0.1.79,104.238.53.29,80,UDP,470466,881642,153.04,1346,normal
2026-06-16 23:20:28,10.0.3.32,203.206.80.17,53,UDP,101564,503862,469.25,1100,normal
2026-06-23 05:53:13,10.0.1.17,52.10.110.232,993,UDP,248462,885878,51.57,1081,normal
2026-06-04 10:19:36,10.0.1.80,192.203.220.123,53,UDP,61634,417225,255.15,1472,normal
2026-06-18 21:34:11,10.0.5.162,34.64.131.127,443,ICMP,39944,526703,83.26,640,normal
2026-06-19 10:10:41,10.0.0.101,203.226.47.164,993,UDP,486846,578963,254.22,87,normal
2026-06-13 04:22:33,10.0.2.178,34.98.161.39,443,ICMP,188480,482711,365.85,684,normal
2026-06-28 04:47:32,10.0.1.199,104.122.128.88,3306,TCP,13675,823386,372.18,599,normal
2026-06-13 06:14:08,10.0.2.133,34.92.33.143,53,UDP,250883,872835,523.2,197,normal
2026-06-06 03:43:52,10.0.0.112,104.241.218.250,53,UDP,44268,466313,55.34,1237,normal
2026-06-28 13:36:12,10.0.2.63,172.100.98.103,3306,UDP,61425,219810,58.41,802,normal
2026-06-14 11:17:10,10.0.5.236,192.89.45.9,80,TCP,4355,896894,133.82,739,normal
2026-06-05 13:28:10,10.0.0.75,172.183.229.121,3306,ICMP,157339,732119,242.16,671,normal
2026-06-02 22:10:14,10.0.5.33,52.100.95.11,587,ICMP,421993,503509,1.22,878,normal
2026-06-04 01:09:57,10.0.3.224,104.117.223.129,443,TCP,483897,227015,197.92,760,normal
2026-06-20 17:35:15,10.0.2.230,172.59.15.170,123,ICMP,446646,872934,180.25,1371,normal
2026-06-19 09:03:59,10.0.4.36,192.13.193.211,3306,TCP,394150,138813,470.41,919,normal
2026-06-02 01:08:17,10.0.0.23,172.89.136.115,3306,TCP,304482,308934,88.18,1249,normal
2026-06-12 22:52:13,10.0.3.139,34.30.106.129,587,ICMP,415138,661431,204.78,883,normal
2026-06-22 20:25:08,10.0.5.152,172.98.20.27,587,TCP,49592,145227,558.64,442,normal
2026-06-17 19:08:56,10.0.0.112,172.31.198.132,4444,UDP,839311397,40842,7.05,10767,anomaly
2026-06-02 13:36:15,10.0.3.134,8.40.102.31,9001,UDP,116150644,501,17.3,11706,anomaly
2026-06-13 11:30:13,10.0.1.27,192.55.61.233,123,TCP,218354,1119,549.44,1011,normal
2026-06-16 15:46:17,10.0.4.21,203.242.55.153,587,TCP,324870,662126,443.51,1325,normal
2026-06-18 05:53:53,10.0.1.98,52.33.250.165,587,TCP,464188,651846,479.62,97,normal
2026-06-19 22:42:20,10.0.4.163,34.203.12.231,587,UDP,298410,135190,10.94,755,normal
2026-06-26 22:36:01,10.0.2.229,203.110.213.5,53,TCP,39173,441073,494.72,28,normal
2026-06-29 09:38:24,10.0.4.127,34.64.30.1,993,UDP,319111,314027,218.41,401,normal
2026-06-27 13:13:26,10.0.2.57,34.176.221.191,9001,TCP,300265007,24454,4.01,7601,anomaly
2026-06-08 20:43:59,10.0.4.5,203.153.253.12,993,ICMP,294011,573450,445.28,1151,normal
2026-06-13 01:09:26,10.0.3.146,192.107.83.184,53,ICMP,463293,735136,198.34,730,normal
2026-06-13 20:54:02,10.0.2.26,8.104.189.51,3306,ICMP,467901,802022,383.21,923,normal
2026-06-26 19:06:06,10.0.3.209,203.204.254.113,53,ICMP,123017,538116,386.4,1187,normal
2026-06-02 05:00:39,10.0.5.130,203.193.21.67,3306,UDP,188985,162811,43.6,1040,normal
2026-06-09 14:35:38,10.0.4.151,34.167.166.124,993,ICMP,309385,14790,19.72,1055,normal
2026-06-24 09:20:50,10.0.0.55,104.241.105.193,80,UDP,374994,858771,576.34,93,normal
2026-06-04 18:09:09,10.0.2.133,52.105.31.117,993,ICMP,289390,828591,333.03,1161,normal
2026-06-12 11:15:33,10.0.4.90,192.60.140.4,53,ICMP,289096,81513,482.29,525,normal
2026-06-15 12:53:03,10.0.3.225,8.1.19.248,443,TCP,290320,105982,145.73,1454,normal
2026-06-13 13:37:32,10.0.1.175,34.128.53.3,3306,ICMP,159703,763626,394.34,1483,normal
2026-06-27 12:25:18,10.0.3.38,52.184.220.21,993,ICMP,86824,333889,196.16,510,normal
2026-06-13 08:37:17,10.0.4.139,104.31.32.234,3306,ICMP,81556,695476,576.57,1418,normal
2026-06-03 15:57:39,10.0.3.207,104.56.56.25,123,TCP,67839,127142,200.06,1206,normal
2026-06-15 00:18:32,10.0.5.88,203.69.210.209,587,UDP,82701,262763,450.11,78,normal
2026-06-04 11:26:08,10.0.4.23,192.30.0.20,587,UDP,428865,826259,247.82,1463,normal
2026-06-03 22:12:10,10.0.3.87,52.199.237.232,443,ICMP,115050,729904,13.86,860,normal
2026-06-12 04:24:11,10.0.2.26,52.123.157.73,443,ICMP,381246,678670,479.31,394,normal
2026-06-18 21:20:57,10.0.4.165,8.160.102.132,123,ICMP,420554,529952,13.67,997,normal
2026-06-27 00:07:49,10.0.2.42,172.35.223.140,587,ICMP,179793,765686,368.28,16,normal
2026-06-11 12:47:25,10.0.4.126,34.239.146.245,53,ICMP,499549,467358,295.15,176,normal
2026-06-06 13:35:03,10.0.4.131,192.43.191.87,993,UDP,195492,611427,47.83,717,normal
2026-06-16 07:10:05,10.0.3.66,34.162.71.36,80,ICMP,310979,374744,430.94,754,normal
2026-06-05 08:53:30,10.0.5.44,172.30.82.6,443,ICMP,289344,320424,85.02,1075,normal
2026-06-08 01:12:39,10.0.5.166,34.134.74.9,123,TCP,487257,481350,593.39,787,normal
2026-06-15 05:11:40,10.0.2.246,203.194.70.185,53,UDP,257337,540844,452.13,501,normal
2026-06-17 23:16:14,10.0.0.30,8.107.33.73,80,TCP,31799,926737,83.18,134,normal
2026-06-20 07:26:19,10.0.4.174,203.14.190.86,993,UDP,97048,87812,169.27,953,normal
2026-06-29 02:06:08,10.0.3.14,192.156.238.103,993,TCP,467536,501762,579.47,49,normal
2026-06-29 08:25:59,10.0.1.90,104.223.156.20,443,ICMP,321265,612160,441.64,1062,normal
2026-06-03 21:30:13,10.0.3.116,34.228.206.49,587,ICMP,447867,469687,414.63,594,normal
2026-06-10 21:51:36,10.0.2.128,52.24.182.163,53,ICMP,13883,991603,24.13,232,normal
2026-06-09 08:59:08,10.0.5.73,34.65.189.239,4444,TCP,191840741,9539,17.7,26829,anomaly
2026-06-26 22:30:46,10.0.0.207,52.118.108.29,3306,ICMP,340334,752700,545.88,431,normal
2026-06-19 11:46:57,10.0.2.174,52.211.249.11,993,UDP,39096,452435,590.91,1273,normal
2026-06-23 04:44:07,10.0.0.95,104.232.65.62,53,TCP,276427,846396,430.58,677,normal
2026-06-27 12:40:03,10.0.0.47,104.154.66.54,587,UDP,259475,123237,193.25,756,normal
2026-06-19 08:24:55,10.0.2.183,104.105.228.18,587,ICMP,440777,317123,203.42,1044,normal
2026-06-13 19:05:29,10.0.2.166,192.235.33.18,993,TCP,260600,363322,518.6,1064,normal
2026-06-23 15:38:33,10.0.2.199,172.130.87.71,993,UDP,160956,292750,29.54,320,normal
2026-06-14 23:09:59,10.0.2.80,172.203.234.30,443,TCP,318569,865970,123.01,799,normal
2026-06-06 10:33:34,10.0.5.57,52.228.237.74,993,UDP,213546,71246,315.7,1004,normal
2026-06-27 18:23:26,10.0.1.178,34.52.53.82,80,UDP,271618,776942,175.08,1435,normal
2026-06-19 21:43:31,10.0.5.91,52.224.233.164,123,ICMP,149469,126881,491.7,687,normal
2026-06-02 08:39:46,10.0.2.162,192.191.172.248,993,TCP,410976,754218,36.71,906,normal
2026-06-10 13:53:01,10.0.3.45,52.89.55.164,53,TCP,37448,508590,117.58,537,normal
2026-06-09 08:21:36,10.0.2.94,52.83.167.218,123,TCP,187468,400548,268.73,261,normal
2026-06-05 18:15:31,10.0.3.79,34.138.110.113,80,ICMP,332841,557721,213.2,657,normal
2026-06-15 00:12:09,10.0.2.19,8.214.149.232,80,TCP,71008,820199,92.44,379,normal
2026-06-26 23:30:25,10.0.5.72,172.236.214.13,22,TCP,397747134,24740,6.88,24398,anomaly
2026-06-29 08:22:26,10.0.1.254,34.60.175.100,53,ICMP,121668,460551,102.23,69,normal
2026-06-29 07:31:12,10.0.0.102,172.198.58.173,993,UDP,31142,392774,439.51,866,normal
2026-06-16 06:47:58,10.0.2.149,52.36.52.232,80,UDP,132964,285868,401.7,260,normal
2026-06-02 05:46:51,10.0.5.9,52.29.210.37,4444,UDP,416444838,2274,10.8,13297,anomaly
2026-06-12 03:33:11,10.0.4.97,104.91.208.8,123,TCP,190194,125739,417.95,955,normal
2026-06-16 08:26:33,10.0.2.231,34.91.16.127,3306,TCP,122969,84631,569.6,1391,normal
2026-06-03 02:58:57,10.0.1.37,172.238.129.159,443,TCP,41345,828504,410.92,933,normal
2026-06-28 04:34:55,10.0.1.139,192.203.16.22,443,UDP,265736,594025,115.57,820,normal
2026-06-23 03:00:49,10.0.3.245,34.29.60.27,3306,ICMP,464992,724616,384.72,1368,normal
2026-06-03 21:37:51,10.0.4.57,52.84.75.54,80,TCP,342415,367176,103.36,1189,normal
2026-06-22 04:24:31,10.0.1.162,34.135.142.141,443,ICMP,141531,300541,477.41,62,normal
2026-06-28 17:41:25,10.0.3.27,104.187.166.162,993,TCP,214933,36426,167.32,225,normal
2026-06-15 03:41:08,10.0.1.31,52.195.39.190,443,TCP,129930,206027,395.25,1170,normal
2026-06-18 13:05:39,10.0.0.39,172.218.187.68,443,TCP,397444,36583,187.19,1371,normal
2026-06-14 08:51:05,10.0.0.43,172.212.234.237,443,UDP,23430,794482,477.74,407,normal
2026-06-02 11:54:21,10.0.3.210,34.140.203.171,23,TCP,740172755,27202,15.59,28263,anomaly
2026-06-13 05:17:49,10.0.0.22,172.16.207.82,3306,UDP,423984,416618,5.86,1101,normal
2026-06-18 21:10:46,10.0.0.20,203.251.172.30,587,TCP,451759,195277,404.01,994,normal
2026-06-09 04:17:22,10.0.4.75,34.74.66.226,53,UDP,89944,714777,272.52,1192,normal
2026-06-28 14:55:09,10.0.3.248,104.44.250.104,443,UDP,129474,572917,154.42,1131,normal
2026-06-18 00:54:43,10.0.4.251,203.120.223.111,3306,ICMP,83921,702529,155.09,746,normal
2026-06-01 15:21:31,10.0.1.188,203.99.241.131,53,ICMP,113497,246410,598.25,579,normal
2026-06-10 22:16:25,10.0.3.134,104.195.12.139,80,UDP,59022,368866,499.94,1181,normal
2026-06-02 00:10:30,10.0.1.125,52.6.103.178,53,TCP,218769,352318,143.23,52,normal
2026-06-19 14:55:42,10.0.0.61,34.231.44.68,80,ICMP,147379,493286,524.25,1268,normal
2026-06-07 11:06:43,10.0.1.149,34.73.208.254,443,ICMP,421877,495312,173.28,362,normal
2026-06-23 21:44:39,10.0.5.225,34.126.126.241,3306,UDP,299247,343748,156.09,1022,normal
2026-06-18 23:41:46,10.0.3.45,203.43.176.157,53,ICMP,267885,224774,84.87,634,normal
2026-06-23 20:41:06,10.0.4.205,172.15.31.68,587,TCP,349839,436777,552.11,1362,normal
2026-06-01 21:12:39,10.0.2.213,34.95.247.93,123,UDP,206688,758405,106.28,301,normal
2026-06-28 09:51:16,10.0.5.124,34.94.75.27,993,ICMP,256228,243966,478.38,1413,normal
2026-06-15 08:28:22,10.0.1.199,203.95.226.65,587,ICMP,167917,52722,466.31,804,normal
2026-06-17 10:50:06,10.0.3.2,172.204.88.199,3306,TCP,348804,413901,203.02,1439,normal
